Date,SOI
1895-6-1,-1.26
1895-7-1,-0.75
1895-8-1,-1.02
1895-9-1,-0.52
1895-10-1,-0.82
1895-11-1,-0.47
1895-12-1,-1.0
1896-1-1,0.07
1896-2-1,0.37
1896-3-1,-0.84
1896-4-1,-1.19
1896-5-1,-3.23
1896-6-1,-2.99
1896-7-1,-1.39
1896-8-1,-2.55
1896-9-1,-1.88
1896-10-1,-2.01
1896-11-1,-1.26
1896-12-1,-1.69
1897-1-1,-1.42
1897-2-1,-0.86
1897-3-1,-2.01
1897-4-1,-2.0
1897-5-1,-1.59
1897-6-1,-0.16
1897-7-1,-0.19
1897-8-1,-0.11
1897-9-1,0.0
1897-10-1,0.1
1897-11-1,-0.96
1897-12-1,1.04
1898-1-1,0.65
1898-2-1,0.47
1898-3-1,2.02
1898-4-1,1.34
1898-5-1,-0.11
1898-6-1,-0.51
1898-7-1,0.65
1898-8-1,0.72
1898-9-1,0.88
1898-10-1,0.34
1898-11-1,0.02
1898-12-1,0.42
1899-1-1,1.31
1899-2-1,0.87
1899-3-1,1.38
1899-4-1,0.49
1899-5-1,-0.76
1899-6-1,-1.43
1899-7-1,-0.53
1899-8-1,-1.18
1899-9-1,-0.19
1899-10-1,0.74
1899-11-1,1.66
1899-12-1,-0.44
1900-1-1,-0.89
1900-2-1,-0.73
1900-3-1,-2.95
1900-4-1,-2.1
1900-5-1,-0.76
1900-6-1,3.1
1900-7-1,1.02
1900-8-1,0.75
1900-9-1,-1.61
1900-10-1,-2.13
1900-11-1,-0.75
1900-12-1,-0.73
1901-1-1,-0.09
1901-2-1,0.21
1901-3-1,0.88
1901-4-1,0.64
1901-5-1,0.08
1901-6-1,2.3
1901-7-1,1.51
1901-8-1,0.8
1901-9-1,-1.58
1901-10-1,-2.69
1901-11-1,-0.95
1901-12-1,-0.32
1902-1-1,1.68
1902-2-1,-0.28
1902-3-1,1.1
1902-4-1,1.15
1902-5-1,1.41
1902-6-1,0.24
1902-7-1,0.21
1902-8-1,-1.09
1902-9-1,-1.76
1902-10-1,-0.77
1902-11-1,-0.26
1902-12-1,-0.45
1903-1-1,-1.1
1903-2-1,-1.11
1903-3-1,1.8
1903-4-1,2.18
1903-5-1,0.92
1903-6-1,-0.22
1903-7-1,0.6
1903-8-1,-0.15
1903-9-1,0.81
1903-10-1,0.3
1903-11-1,-0.05
1903-12-1,1.66
1904-1-1,1.39
1904-2-1,1.53
1904-3-1,0.89
1904-4-1,3.64
1904-5-1,1.0
1904-6-1,-1.01
1904-7-1,-0.87
1904-8-1,-0.11
1904-9-1,-0.01
1904-10-1,-0.11
1904-11-1,-1.81
1904-12-1,0.18
1905-1-1,-1.08
1905-2-1,-1.84
1905-3-1,-3.51
1905-4-1,-3.05
1905-5-1,-1.68
1905-6-1,-2.29
1905-7-1,-2.11
1905-8-1,-0.96
1905-9-1,-0.7
1905-10-1,-0.83
1905-11-1,-1.81
1905-12-1,-1.57
1906-1-1,-0.43
1906-2-1,-0.88
1906-3-1,-0.56
1906-4-1,-0.84
1906-5-1,-1.03
1906-6-1,-0.71
1906-7-1,0.68
1906-8-1,1.43
1906-9-1,1.75
1906-10-1,0.81
1906-11-1,1.95
1906-12-1,0.3
1907-1-1,0.56
1907-2-1,-0.23
1907-3-1,-0.32
1907-4-1,-0.84
1907-5-1,-0.57
1907-6-1,0.45
1907-7-1,-0.03
1907-8-1,-1.05
1907-9-1,-0.07
1907-10-1,-0.43
1907-11-1,-0.58
1907-12-1,0.65
1908-1-1,-0.99
1908-2-1,0.84
1908-3-1,-0.41
1908-4-1,1.02
1908-5-1,0.18
1908-6-1,-0.63
1908-7-1,1.43
1908-8-1,0.2
1908-9-1,1.67
1908-10-1,0.72
1908-11-1,0.09
1908-12-1,-0.71
1909-1-1,-0.3
1909-2-1,-0.4
1909-3-1,-0.15
1909-4-1,-1.78
1909-5-1,0.07
1909-6-1,2.63
1909-7-1,1.08
1909-8-1,0.89
1909-9-1,0.06
1909-10-1,0.2
1909-11-1,0.74
1909-12-1,0.41
1910-1-1,0.6
1910-2-1,1.42
1910-3-1,1.25
1910-4-1,0.39
1910-5-1,0.09
1910-6-1,2.49
1910-7-1,2.07
1910-8-1,0.89
1910-9-1,1.46
1910-10-1,1.04
1910-11-1,1.74
1910-12-1,1.66
1911-1-1,0.3
1911-2-1,0.01
1911-3-1,0.22
1911-4-1,0.05
1911-5-1,-0.74
1911-6-1,-1.55
1911-7-1,-1.26
1911-8-1,-1.41
1911-9-1,-0.88
1911-10-1,-1.3
1911-11-1,-0.81
1911-12-1,-0.27
1912-1-1,-1.11
1912-2-1,-1.83
1912-3-1,-1.14
1912-4-1,-2.27
1912-5-1,-1.12
1912-6-1,-0.99
1912-7-1,-0.05
1912-8-1,-0.94
1912-9-1,-0.4
1912-10-1,-0.97
1912-11-1,0.12
1912-12-1,-1.01
1913-1-1,-0.41
1913-2-1,-0.63
1913-3-1,0.01
1913-4-1,-0.79
1913-5-1,-0.56
1913-6-1,-0.6
1913-7-1,-0.12
1913-8-1,-0.92
1913-9-1,-0.95
1913-10-1,-1.02
1913-11-1,-1.25
1913-12-1,-0.89
1914-1-1,-0.74
1914-2-1,0.18
1914-3-1,0.88
1914-4-1,-2.27
1914-5-1,-1.21
1914-6-1,-2.64
1914-7-1,-0.97
1914-8-1,-1.84
1914-9-1,-1.47
1914-10-1,-0.73
1914-11-1,-0.47
1914-12-1,0.17
1915-1-1,-2.71
1915-2-1,-0.59
1915-3-1,-2.49
1915-4-1,-1.49
1915-5-1,1.22
1915-6-1,2.68
1915-7-1,2.53
1915-8-1,1.3
1915-9-1,1.34
1915-10-1,0.95
1915-11-1,-1.74
1915-12-1,0.99
1916-1-1,0.56
1916-2-1,-0.52
1916-3-1,-0.83
1916-4-1,0.01
1916-5-1,0.43
1916-6-1,0.75
1916-7-1,2.57
1916-8-1,1.51
1916-9-1,0.42
1916-10-1,0.36
1916-11-1,0.77
1916-12-1,1.62
1917-1-1,0.46
1917-2-1,0.98
1917-3-1,1.86
1917-4-1,2.58
1917-5-1,2.4
1917-6-1,2.39
1917-7-1,2.83
1917-8-1,3.48
1917-9-1,2.84
1917-10-1,1.51
1917-11-1,1.93
1917-12-1,2.4
1918-1-1,1.46
1918-2-1,1.58
1918-3-1,-0.39
1918-4-1,2.07
1918-5-1,1.09
1918-6-1,-0.78
1918-7-1,-1.38
1918-8-1,-0.64
1918-9-1,-0.85
1918-10-1,-0.62
1918-11-1,0.02
1918-12-1,-1.0
1919-1-1,-1.62
1919-2-1,-1.19
1919-3-1,-1.57
1919-4-1,-0.37
1919-5-1,-0.96
1919-6-1,-1.46
1919-7-1,-0.87
1919-8-1,-0.9
1919-9-1,-0.59
1919-10-1,-1.25
1919-11-1,-1.23
1919-12-1,-1.12
1920-1-1,0.18
1920-2-1,-0.29
1920-3-1,-0.63
1920-4-1,-0.1
1920-5-1,-0.4
1920-6-1,0.4
1920-7-1,0.92
1920-8-1,0.44
1920-9-1,0.47
1920-10-1,-0.69
1920-11-1,-0.19
1920-12-1,0.99
1921-1-1,1.09
1921-2-1,0.58
1921-3-1,1.07
1921-4-1,-1.28
1921-5-1,-0.01
1921-6-1,4.07
1921-7-1,0.29
1921-8-1,-0.88
1921-9-1,0.46
1921-10-1,0.97
1921-11-1,0.76
1921-12-1,0.81
1922-1-1,0.78
1922-2-1,0.77
1922-3-1,0.48
1922-4-1,-0.69
1922-5-1,-0.76
1922-6-1,0.45
1922-7-1,0.23
1922-8-1,-0.28
1922-9-1,0.46
1922-10-1,0.55
1922-11-1,0.76
1922-12-1,1.21
1923-1-1,0.56
1923-2-1,0.34
1923-3-1,0.84
1923-4-1,0.81
1923-5-1,-0.01
1923-6-1,-0.17
1923-7-1,-1.11
1923-8-1,-2.14
1923-9-1,-1.46
1923-10-1,-0.72
1923-11-1,-1.41
1923-12-1,0.13
1924-1-1,-0.68
1924-2-1,0.01
1924-3-1,0.11
1924-4-1,-1.95
1924-5-1,1.19
1924-6-1,0.84
1924-7-1,0.78
1924-8-1,0.88
1924-9-1,0.74
1924-10-1,0.63
1924-11-1,1.02
1924-12-1,0.48
1925-1-1,0.54
1925-2-1,1.22
1925-3-1,1.52
1925-4-1,1.48
1925-5-1,-0.3
1925-6-1,-0.82
1925-7-1,-1.31
1925-8-1,-1.24
1925-9-1,-0.66
1925-10-1,-1.5
1925-11-1,-0.97
1925-12-1,-0.89
1926-1-1,-0.62
1926-2-1,-1.56
1926-3-1,-1.65
1926-4-1,-0.75
1926-5-1,-0.28
1926-6-1,-1.05
1926-7-1,-0.09
1926-8-1,-0.92
1926-9-1,0.12
1926-10-1,0.24
1926-11-1,0.07
1926-12-1,0.59
1927-1-1,0.51
1927-2-1,0.01
1927-3-1,1.84
1927-4-1,0.75
1927-5-1,0.62
1927-6-1,0.91
1927-7-1,0.17
1927-8-1,-0.75
1927-9-1,-0.07
1927-10-1,-0.55
1927-11-1,-0.91
1927-12-1,0.75
1928-1-1,-1.22
1928-2-1,0.95
1928-3-1,1.38
1928-4-1,1.44
1928-5-1,-0.09
1928-6-1,-1.15
1928-7-1,-0.02
1928-8-1,0.8
1928-9-1,0.74
1928-10-1,0.77
1928-11-1,0.21
1928-12-1,1.2
1929-1-1,1.74
1929-2-1,1.69
1929-3-1,0.41
1929-4-1,0.58
1929-5-1,-1.2
1929-6-1,0.06
1929-7-1,0.21
1929-8-1,-0.17
1929-9-1,-0.07
1929-10-1,0.8
1929-11-1,0.95
1929-12-1,0.53
1930-1-1,1.31
1930-2-1,0.68
1930-3-1,0.04
1930-4-1,-0.33
1930-5-1,0.47
1930-6-1,-0.84
1930-7-1,-0.4
1930-8-1,-0.39
1930-9-1,-0.72
1930-10-1,0.46
1930-11-1,0.3
1930-12-1,-0.27
1931-1-1,0.63
1931-2-1,-1.61
1931-3-1,0.44
1931-4-1,1.1
1931-5-1,1.66
1931-6-1,2.23
1931-7-1,0.98
1931-8-1,-0.5
1931-9-1,0.35
1931-10-1,-1.0
1931-11-1,-0.37
1931-12-1,0.81
1932-1-1,0.21
1932-2-1,-0.36
1932-3-1,-0.72
1932-4-1,-2.76
1932-5-1,0.09
1932-6-1,-0.26
1932-7-1,-1.52
1932-8-1,-0.9
1932-9-1,-0.86
1932-10-1,-0.69
1932-11-1,-0.61
1932-12-1,0.25
1933-1-1,-1.22
1933-2-1,0.34
1933-3-1,-0.35
1933-4-1,0.47
1933-5-1,0.74
1933-6-1,-0.68
1933-7-1,0.38
1933-8-1,-0.23
1933-9-1,0.17
1933-10-1,0.17
1933-11-1,0.53
1933-12-1,0.81
1934-1-1,0.62
1934-2-1,-0.06
1934-3-1,-0.12
1934-4-1,0.64
1934-5-1,-0.76
1934-6-1,1.12
1934-7-1,0.3
1934-8-1,-2.44
1934-9-1,-0.64
1934-10-1,0.38
1934-11-1,1.21
1934-12-1,-0.38
1935-1-1,0.64
1935-2-1,-0.56
1935-3-1,1.21
1935-4-1,0.37
1935-5-1,-0.46
1935-6-1,-0.42
1935-7-1,-0.02
1935-8-1,0.0
1935-9-1,0.59
1935-10-1,0.6
1935-11-1,0.3
1935-12-1,-0.56
1936-1-1,-0.3
1936-2-1,-0.04
1936-3-1,0.05
1936-4-1,2.81
1936-5-1,0.27
1936-6-1,-0.37
1936-7-1,0.43
1936-8-1,-1.0
1936-9-1,0.23
1936-10-1,-0.11
1936-11-1,-1.55
1936-12-1,-0.04
1937-1-1,0.95
1937-2-1,-0.59
1937-3-1,0.55
1937-4-1,0.18
1937-5-1,0.19
1937-6-1,0.22
1937-7-1,-0.53
1937-8-1,0.2
1937-9-1,0.04
1937-10-1,-0.39
1937-11-1,-0.46
1937-12-1,0.64
1938-1-1,0.75
1938-2-1,0.21
1938-3-1,-0.55
1938-4-1,0.39
1938-5-1,1.18
1938-6-1,2.01
1938-7-1,1.87
1938-8-1,1.24
1938-9-1,0.69
1938-10-1,1.37
1938-11-1,-0.07
1938-12-1,1.42
1939-1-1,1.74
1939-2-1,0.66
1939-3-1,1.14
1939-4-1,1.13
1939-5-1,-0.1
1939-6-1,-0.37
1939-7-1,0.84
1939-8-1,-0.11
1939-9-1,-0.95
1939-10-1,-1.71
1939-11-1,-0.96
1939-12-1,-1.07
1940-1-1,-0.06
1940-2-1,-0.56
1940-3-1,-1.34
1940-4-1,-0.94
1940-5-1,-1.39
1940-6-1,-2.49
1940-7-1,-1.5
1940-8-1,-2.11
1940-9-1,-1.95
1940-10-1,-1.8
1940-11-1,-0.77
1940-12-1,-3.38
1941-1-1,-1.13
1941-2-1,-1.6
1941-3-1,-1.33
1941-4-1,-1.19
1941-5-1,-0.75
1941-6-1,-1.89
1941-7-1,-2.0
1941-8-1,-2.2
1941-9-1,-0.83
1941-10-1,-2.29
1941-11-1,-1.09
1941-12-1,-1.07
1942-1-1,-1.51
1942-2-1,-0.51
1942-3-1,-0.8
1942-4-1,-0.52
1942-5-1,0.25
1942-6-1,0.8
1942-7-1,-0.08
1942-8-1,0.3
1942-9-1,0.82
1942-10-1,0.7
1942-11-1,-0.64
1942-12-1,1.42
1943-1-1,0.88
1943-2-1,0.91
1943-3-1,0.29
1943-4-1,1.59
1943-5-1,0.25
1943-6-1,-1.13
1943-7-1,0.3
1943-8-1,0.69
1943-9-1,0.53
1943-10-1,0.79
1943-11-1,0.22
1943-12-1,-1.06
1944-1-1,-0.95
1944-2-1,0.3
1944-3-1,0.46
1944-4-1,-0.54
1944-5-1,0.02
1944-6-1,-0.61
1944-7-1,-0.85
1944-8-1,0.13
1944-9-1,0.22
1944-10-1,-1.03
1944-11-1,-0.84
1944-12-1,0.36
1945-1-1,0.43
1945-2-1,0.53
1945-3-1,1.33
1945-4-1,-0.73
1945-5-1,0.02
1945-6-1,0.8
1945-7-1,0.39
1945-8-1,1.06
1945-9-1,0.8
1945-10-1,0.21
1945-11-1,-0.45
1945-12-1,0.63
1946-1-1,-0.32
1946-2-1,0.29
1946-3-1,-0.38
1946-4-1,-1.03
1946-5-1,-1.19
1946-6-1,-1.32
1946-7-1,-0.99
1946-8-1,-0.64
1946-9-1,-1.58
1946-10-1,-1.38
1946-11-1,-0.25
1946-12-1,-0.71
1947-1-1,-0.63
1947-2-1,-0.56
1947-3-1,1.13
1947-4-1,-0.56
1947-5-1,-1.24
1947-6-1,0.16
1947-7-1,0.98
1947-8-1,0.66
1947-9-1,1.1
1947-10-1,-0.35
1947-11-1,0.75
1947-12-1,0.47
1948-1-1,-0.43
1948-2-1,-0.41
1948-3-1,-0.6
1948-4-1,0.26
1948-5-1,0.35
1948-6-1,-0.76
1948-7-1,0.1
1948-8-1,-0.55
1948-9-1,-0.76
1948-10-1,0.54
1948-11-1,0.19
1948-12-1,-0.72
1949-1-1,-0.86
1949-2-1,0.05
1949-3-1,0.49
1949-4-1,0.28
1949-5-1,-0.68
1949-6-1,-1.6
1949-7-1,-0.15
1949-8-1,-0.64
1949-9-1,0.17
1949-10-1,0.38
1949-11-1,-0.77
1949-12-1,0.77
1950-1-1,0.54
1950-2-1,1.58
1950-3-1,1.79
1950-4-1,1.67
1950-5-1,0.55
1950-6-1,3.06
1950-7-1,2.14
1950-8-1,1.14
1950-9-1,0.63
1950-10-1,1.68
1950-11-1,0.89
1950-12-1,2.46
1951-1-1,1.32
1951-2-1,0.47
1951-3-1,-0.71
1951-4-1,-1.03
1951-5-1,-1.29
1951-6-1,-0.52
1951-7-1,-1.33
1951-8-1,-0.75
1951-9-1,-1.17
1951-10-1,-1.44
1951-11-1,-0.98
1951-12-1,-0.9
1952-1-1,-0.92
1952-2-1,-0.83
1952-3-1,-0.02
1952-4-1,-0.73
1952-5-1,0.67
1952-6-1,0.78
1952-7-1,0.51
1952-8-1,-0.38
1952-9-1,-0.24
1952-10-1,0.12
1952-11-1,-0.22
1952-12-1,-1.4
1953-1-1,0.12
1953-2-1,-0.72
1953-3-1,-0.79
1953-4-1,-0.18
1953-5-1,-2.72
1953-6-1,-0.47
1953-7-1,-0.06
1953-8-1,-1.89
1953-9-1,-1.35
1953-10-1,-0.18
1953-11-1,-0.36
1953-12-1,-0.61
1954-1-1,0.57
1954-2-1,-0.52
1954-3-1,-0.31
1954-4-1,0.41
1954-5-1,0.15
1954-6-1,-0.49
1954-7-1,0.36
1954-8-1,0.9
1954-9-1,0.17
1954-10-1,0.09
1954-11-1,0.16
1954-12-1,1.31
1955-1-1,-0.68
1955-2-1,1.3
1955-3-1,0.13
1955-4-1,-0.81
1955-5-1,0.88
1955-6-1,1.63
1955-7-1,1.8
1955-8-1,1.38
1955-9-1,1.4
1955-10-1,1.51
1955-11-1,1.38
1955-12-1,0.91
1956-1-1,1.16
1956-2-1,1.1
1956-3-1,0.89
1956-4-1,1.06
1956-5-1,1.44
1956-6-1,1.26
1956-7-1,1.19
1956-8-1,1.05
1956-9-1,0.06
1956-10-1,1.92
1956-11-1,0.11
1956-12-1,0.99
1957-1-1,0.43
1957-2-1,-0.36
1957-3-1,-0.37
1957-4-1,0.05
1957-5-1,-1.18
1957-6-1,-0.37
1957-7-1,0.18
1957-8-1,-1.08
1957-9-1,-1.01
1957-10-1,-0.09
1957-11-1,-1.23
1957-12-1,-0.44
1958-1-1,-1.89
1958-2-1,-0.78
1958-3-1,-0.32
1958-4-1,0.03
1958-5-1,-1.39
1958-6-1,-0.27
1958-7-1,0.23
1958-8-1,0.72
1958-9-1,-0.34
1958-10-1,-0.56
1958-11-1,-0.61
1958-12-1,-0.84
1959-1-1,-0.94
1959-2-1,-1.5
1959-3-1,0.77
1959-4-1,0.35
1959-5-1,0.14
1959-6-1,-0.96
1959-7-1,-0.47
1959-8-1,-0.68
1959-9-1,-0.01
1959-10-1,0.34
1959-11-1,0.9
1959-12-1,0.81
1960-1-1,-0.05
1960-2-1,-0.25
1960-3-1,0.47
1960-4-1,0.79
1960-5-1,0.3
1960-6-1,-0.47
1960-7-1,0.5
1960-8-1,0.53
1960-9-1,0.65
1960-10-1,-0.2
1960-11-1,0.6
1960-12-1,0.63
1961-1-1,-0.43
1961-2-1,0.58
1961-3-1,-2.47
1961-4-1,1.15
1961-5-1,0.18
1961-6-1,-0.53
1961-7-1,0.18
1961-8-1,-0.16
1961-9-1,0.11
1961-10-1,-0.73
1961-11-1,0.68
1961-12-1,1.31
1962-1-1,1.72
1962-2-1,-0.41
1962-3-1,-0.32
1962-4-1,0.3
1962-5-1,1.1
1962-6-1,0.37
1962-7-1,-0.04
1962-8-1,0.26
1962-9-1,0.53
1962-10-1,0.95
1962-11-1,0.27
1962-12-1,-0.1
1963-1-1,0.8
1963-2-1,0.26
1963-3-1,0.66
1963-4-1,0.51
1963-5-1,0.14
1963-6-1,-1.3
1963-7-1,-0.13
1963-8-1,-0.43
1963-9-1,-0.6
1963-10-1,-1.46
1963-11-1,-0.93
1963-12-1,-1.35
1964-1-1,-0.53
1964-2-1,-0.13
1964-3-1,0.71
1964-4-1,1.78
1964-5-1,-0.02
1964-6-1,0.72
1964-7-1,0.62
1964-8-1,1.32
1964-9-1,1.29
1964-10-1,1.26
1964-11-1,-0.06
1964-12-1,-0.49
1965-1-1,-0.52
1965-2-1,0.01
1965-3-1,0.24
1965-4-1,-1.34
1965-5-1,-0.03
1965-6-1,-1.63
1965-7-1,-2.32
1965-8-1,-1.37
1965-9-1,-1.41
1965-10-1,-1.22
1965-11-1,-1.86
1965-12-1,0.02
1966-1-1,-1.36
1966-2-1,-0.54
1966-3-1,-1.75
1966-4-1,-0.9
1966-5-1,-0.71
1966-6-1,0.14
1966-7-1,-0.15
1966-8-1,0.19
1966-9-1,-0.24
1966-10-1,-0.33
1966-11-1,-0.2
1966-12-1,-0.61
1967-1-1,1.52
1967-2-1,1.2
1967-3-1,0.65
1967-4-1,-0.12
1967-5-1,-0.41
